id,tags,name,items,steps,hints,count,done_count,seat,scene,due,enable,desc
56,拿起右前方长柄刷子|替换左侧置物架内的长柄刷子|桌子高度100CM|桌子距离25CM,拿起右前方长柄刷子，替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右前方长柄刷子|替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
57,将中间水杯拿起|放置在右前方桌面|桌子高度90CM|桌子距离15CM,将中间水杯拿起，放置在右前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将中间水杯拿起|放置在右前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
58,抓起左侧纸团|扔进右前方桌面垃圾桶|桌子高度90CM|桌子距离25CM,抓起左侧纸团，扔进右前方桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|抓起左侧纸团|扔进右前方桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
59,拿起右侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离15CM,拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
60,将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度100CM|桌子距离25CM,将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
61,将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离15CM,将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
62,拿起左前方置物架|放置在中间桌面|桌子高度100CM|桌子距离25CM,拿起左前方置物架，放置在中间桌面,置物架,演员呈现初始状态|低头注释即将操作的道具|拿起左前方置物架|放置在中间桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
63,抓起右侧乐高方块|放置在左前方篮子里|桌子高度90CM|桌子距离15CM,抓起右侧乐高方块，放置在左前方篮子里,乐高方块|basket_30_xp,演员呈现初始状态|低头注释即将操作的道具|抓起右侧乐高方块|放置在左前方篮子里|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task006
64,将中间小烛台拿起|放置在右前方置物架|桌子高度90CM|桌子距离25CM,将中间小烛台拿起，放置在右前方置物架,小烛台|置物架,演员呈现初始状态|低头注释即将操作的道具|将中间小烛台拿起|放置在右前方置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
65,拿起左侧纸团|扔进中间桌面垃圾桶|桌子高度100CM|桌子距离15CM,拿起左侧纸团，扔进中间桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起左侧纸团|扔进中间桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
66,抓起右前方“鸭子”|放置在左侧置物架上|桌子高度100CM|桌子距离25CM,抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
67,拿起中间水杯|放置在左前方桌面|桌子高度90CM|桌子距离15CM,拿起中间水杯，放置在左前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|拿起中间水杯|放置在左前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
68,将右侧扫帚拿起|扫向左前方地面|桌子高度90CM|桌子距离25CM,将右侧扫帚拿起，扫向左前方地面,扫帚,演员呈现初始状态|低头注释即将操作的道具|将右侧扫帚拿起|扫向左前方地面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
69,抓起左前方长柄刷子|放置在右侧置物架|桌子高度100CM|桌子距离15CM,抓起左前方长柄刷子，放置在右侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起左前方长柄刷子|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
70,拿起中间纸团|替换右侧桌面垃圾桶内的纸团|桌子高度100CM|桌子距离25CM,拿起中间纸团，替换右侧桌面垃圾桶内的纸团,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起中间纸团|替换右侧桌面垃圾桶内的纸团|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
71,将左前方手冲壶拿起|放置在右侧置物架|桌子高度90CM|桌子距离15CM,将左前方手冲壶拿起，放置在右侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|将左前方手冲壶拿起|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
72,抓起右侧置物架|替换中间桌面的置物架|桌子高度90CM|桌子距离25CM,抓起右侧置物架，替换中间桌面的置物架,置物架,演员呈现初始状态|低头注释即将操作的道具|抓起右侧置物架|替换中间桌面的置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
73,拿起中间乐高方块|放置在左前方篮子里|桌子高度100CM|桌子距离15CM,拿起中间乐高方块，放置在左前方篮子里,乐高方块|basket_30_xp,演员呈现初始状态|低头注释即将操作的道具|拿起中间乐高方块|放置在左前方篮子里|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task006
74,将右前方小烛台拿起|放置在左侧置物架|桌子高度100CM|桌子距离25CM,将右前方小烛台拿起，放置在左侧置物架,小烛台|置物架,演员呈现初始状态|低头注释即将操作的道具|将右前方小烛台拿起|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
75,抓起左侧扫帚|扫向中间地面|桌子高度90CM|桌子距离15CM,抓起左侧扫帚，扫向中间地面,扫帚,演员呈现初始状态|低头注释即将操作的道具|抓起左侧扫帚|扫向中间地面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
76,拿起右前方长柄刷子|替换左侧置物架内的长柄刷子|桌子高度90CM|桌子距离25CM,拿起右前方长柄刷子，替换左侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右前方长柄刷子|替换左侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
77,将中间水杯拿起|放置在右前方桌面|桌子高度100CM|桌子距离15CM,将中间水杯拿起，放置在右前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将中间水杯拿起|放置在右前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
78,抓起左侧纸团|扔进右前方桌面垃圾桶|桌子高度100CM|桌子距离25CM,抓起左侧纸团，扔进右前方桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|抓起左侧纸团|扔进右前方桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
79,拿起右侧篮子|放置在中间置物架上|桌子高度90CM|桌子距离15CM,拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右侧篮子|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
80,将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度90CM|桌子距离25CM,将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
81,将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离25CM,将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
82,拿起右前方置物架|放置在中间桌面|桌子高度90CM|桌子距离15CM,拿起右前方置物架，放置在中间桌面,置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右前方置物架|放置在中间桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
83,抓起左侧乐高方块|放置在右前方篮子里|桌子高度100CM|桌子距离25CM,抓起左侧乐高方块，放置在右前方篮子里,乐高方块|basket_30_xp,演员呈现初始状态|低头注释即将操作的道具|抓起左侧乐高方块|放置在右前方篮子里|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task006
84,将中间小烛台拿起|放置在左前方置物架|桌子高度100CM|桌子距离15CM,将中间小烛台拿起，放置在左前方置物架,小烛台|置物架,演员呈现初始状态|低头注释即将操作的道具|将中间小烛台拿起|放置在左前方置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
85,拿起右侧纸团|扔进中间桌面垃圾桶|桌子高度90CM|桌子距离25CM,拿起右侧纸团，扔进中间桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起右侧纸团|扔进中间桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
86,抓起左前方“鸭子”|放置在右侧置物架上|桌子高度90CM|桌子距离15CM,抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
87,拿起中间水杯|放置在右前方桌面|桌子高度100CM|桌子距离25CM,拿起中间水杯，放置在右前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|拿起中间水杯|放置在右前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
88,将左侧扫帚拿起|扫向右前方地面|桌子高度100CM|桌子距离15CM,将左侧扫帚拿起，扫向右前方地面,扫帚,演员呈现初始状态|低头注释即将操作的道具|将左侧扫帚拿起|扫向右前方地面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
89,抓起右前方长柄刷子|放置在左侧置物架|桌子高度90CM|桌子距离25CM,抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
90,拿起中间纸团|替换左侧桌面垃圾桶内的纸团|桌子高度90CM|桌子距离15CM,拿起中间纸团，替换左侧桌面垃圾桶内的纸团,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起中间纸团|替换左侧桌面垃圾桶内的纸团|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
91,将右前方手冲壶拿起|放置在左侧置物架|桌子高度100CM|桌子距离25CM,将右前方手冲壶拿起，放置在左侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|将右前方手冲壶拿起|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
92,抓起左侧置物架|替换中间桌面的置物架|桌子高度100CM|桌子距离15CM,抓起左侧置物架，替换中间桌面的置物架,置物架,演员呈现初始状态|低头注释即将操作的道具|抓起左侧置物架|替换中间桌面的置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
93,拿起中间乐高方块|放置在右前方篮子里|桌子高度90CM|桌子距离25CM,拿起中间乐高方块，放置在右前方篮子里,乐高方块|basket_30_xp,演员呈现初始状态|低头注释即将操作的道具|拿起中间乐高方块|放置在右前方篮子里|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task006
94,将左前方小烛台拿起|放置在右侧置物架|桌子高度90CM|桌子距离15CM,将左前方小烛台拿起，放置在右侧置物架,小烛台|置物架,演员呈现初始状态|低头注释即将操作的道具|将左前方小烛台拿起|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
95,抓起右侧扫帚|扫向中间地面|桌子高度100CM|桌子距离25CM,抓起右侧扫帚，扫向中间地面,扫帚,演员呈现初始状态|低头注释即将操作的道具|抓起右侧扫帚|扫向中间地面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
96,拿起左前方长柄刷子|替换右侧置物架内的长柄刷子|桌子高度100CM|桌子距离15CM,拿起左前方长柄刷子，替换右侧置物架内的长柄刷子,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起左前方长柄刷子|替换右侧置物架内的长柄刷子|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
97,将中间水杯拿起|放置在左前方桌面|桌子高度90CM|桌子距离25CM,将中间水杯拿起，放置在左前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将中间水杯拿起|放置在左前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
98,抓起右侧纸团|扔进左前方桌面垃圾桶|桌子高度90CM|桌子距离15CM,抓起右侧纸团，扔进左前方桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|抓起右侧纸团|扔进左前方桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
99,拿起左侧“鸭子”|放置在中间置物架上|桌子高度100CM|桌子距离25CM,拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
100,将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度100CM|桌子距离15CM,将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
101,将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离25CM,将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
102,拿起右前方置物架|放置在中间桌面|桌子高度100CM|桌子距离15CM,拿起右前方置物架，放置在中间桌面,置物架,演员呈现初始状态|低头注释即将操作的道具|拿起右前方置物架|放置在中间桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
103,抓起左侧乐高方块|放置在右前方篮子里|桌子高度90CM|桌子距离25CM,抓起左侧乐高方块，放置在右前方篮子里,乐高方块|basket_30_xp,演员呈现初始状态|低头注释即将操作的道具|抓起左侧乐高方块|放置在右前方篮子里|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task006
104,将中间小烛台拿起|放置在左前方置物架|桌子高度90CM|桌子距离15CM,将中间小烛台拿起，放置在左前方置物架,小烛台|置物架,演员呈现初始状态|低头注释即将操作的道具|将中间小烛台拿起|放置在左前方置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
105,拿起右侧纸团|扔进中间桌面垃圾桶|桌子高度100CM|桌子距离25CM,拿起右侧纸团，扔进中间桌面垃圾桶,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起右侧纸团|扔进中间桌面垃圾桶|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
106,抓起左前方“鸭子”|放置在右侧置物架上|桌子高度100CM|桌子距离15CM,抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
107,拿起中间水杯|放置在右前方桌面|桌子高度90CM|桌子距离25CM,拿起中间水杯，放置在右前方桌面,cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|拿起中间水杯|放置在右前方桌面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task001
108,将左侧扫帚拿起|扫向右前方地面|桌子高度90CM|桌子距离15CM,将左侧扫帚拿起，扫向右前方地面,扫帚,演员呈现初始状态|低头注释即将操作的道具|将左侧扫帚拿起|扫向右前方地面|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
109,抓起右前方长柄刷子|放置在左侧置物架|桌子高度100CM|桌子距离25CM,抓起右前方长柄刷子，放置在左侧置物架,长柄刷子|置物架,演员呈现初始状态|低头注释即将操作的道具|抓起右前方长柄刷子|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task005
110,拿起中间纸团|替换左侧桌面垃圾桶内的纸团|桌子高度100CM|桌子距离15CM,拿起中间纸团，替换左侧桌面垃圾桶内的纸团,纸团|桌面垃圾桶,演员呈现初始状态|低头注释即将操作的道具|拿起中间纸团|替换左侧桌面垃圾桶内的纸团|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|放慢动作保证录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
