id,tags,name,items,steps,hints,count,done_count,seat,scene,due,enable,desc
2052,左手拿起左侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离15CM,左手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2053,右手拿起左侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离15CM,右手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2054,左手拿起右侧篮子|放置在中间置物架上|桌子高度90CM|桌子距离15CM,左手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右侧篮子|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2055,右手拿起右侧篮子|放置在中间置物架上|桌子高度90CM|桌子距离15CM,右手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右侧篮子|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2056,左手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度90CM|桌子距离25CM,左手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2057,右手抓起右前方“鸭子”|放置在左侧置物架上|桌子高度90CM|桌子距离25CM,右手抓起右前方“鸭子”，放置在左侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起右前方“鸭子”|放置在左侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2058,左手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度90CM|桌子距离25CM,左手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2059,右手抓起左前方“鸭子”|放置在右侧置物架上|桌子高度90CM|桌子距离25CM,右手抓起左前方“鸭子”，放置在右侧置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手抓起左前方“鸭子”|放置在右侧置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2060,左手拿起左侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离25CM,左手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2061,右手拿起左侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离25CM,右手拿起左侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起左侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2062,左手拿起右侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离25CM,左手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|左手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2063,右手拿起右侧“鸭子”|放置在中间置物架上|桌子高度90CM|桌子距离25CM,右手拿起右侧“鸭子”，放置在中间置物架上,duck|置物架,演员呈现初始状态|低头注释即将操作的道具|右手拿起右侧“鸭子”|放置在中间置物架上|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task002
2064,左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度100CM|桌子距离15CM,左手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2065,右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度100CM|桌子距离15CM,右手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2066,左手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离15CM,左手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2067,右手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离15CM,右手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2068,左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度100CM|桌子距离15CM,左手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2069,右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度100CM|桌子距离15CM,右手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2070,左手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离15CM,左手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2071,右手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离15CM,右手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2072,左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度100CM|桌子距离25CM,左手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2073,右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度100CM|桌子距离25CM,右手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2074,左手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离25CM,左手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2075,右手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离25CM,右手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2076,左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度100CM|桌子距离25CM,左手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2077,右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度100CM|桌子距离25CM,右手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2078,左手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离25CM,左手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2079,右手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度100CM|桌子距离25CM,右手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2080,左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度90CM|桌子距离15CM,左手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2081,右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度90CM|桌子距离15CM,右手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2082,左手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离15CM,左手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2083,右手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离15CM,右手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2084,左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度90CM|桌子距离15CM,左手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2085,右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度90CM|桌子距离15CM,右手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2086,左手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离15CM,左手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2087,右手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离15CM,右手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2088,左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度90CM|桌子距离25CM,左手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2089,右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|桌子高度90CM|桌子距离25CM,右手将右前方手冲壶拿起，对准左侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右前方手冲壶拿起|对准左侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2090,左手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离25CM,左手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2091,右手将左侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离25CM,右手将左侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2092,左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度90CM|桌子距离25CM,左手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2093,右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|桌子高度90CM|桌子距离25CM,右手将左前方手冲壶拿起，对准右侧水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将左前方手冲壶拿起|对准右侧水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2094,左手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离25CM,左手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|左手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2095,右手将右侧手冲壶拿起|对准水杯倒入咖啡|桌子高度90CM|桌子距离25CM,右手将右侧手冲壶拿起，对准水杯倒入咖啡,pourover_kettle_d82mm_qc|cup_tea_yellow_d74mm_qc,演员呈现初始状态|低头注释即将操作的道具|右手将右侧手冲壶拿起|对准水杯倒入咖啡|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task003
2096,左手将右前方手冲壶拿起|放置在左侧置物架|桌子高度100CM|桌子距离15CM,左手将右前方手冲壶拿起，放置在左侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
2097,右手将右前方手冲壶拿起|放置在左侧置物架|桌子高度100CM|桌子距离15CM,右手将右前方手冲壶拿起，放置在左侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|右手将右前方手冲壶拿起|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
2098,左手将左前方手冲壶拿起|放置在右侧置物架|桌子高度100CM|桌子距离15CM,左手将左前方手冲壶拿起，放置在右侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|左手将左前方手冲壶拿起|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
2099,右手将左前方手冲壶拿起|放置在右侧置物架|桌子高度100CM|桌子距离15CM,右手将左前方手冲壶拿起，放置在右侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|右手将左前方手冲壶拿起|放置在右侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
2100,左手将右前方手冲壶拿起|放置在左侧置物架|桌子高度100CM|桌子距离25CM,左手将右前方手冲壶拿起，放置在左侧置物架,pourover_kettle_d82mm_qc|置物架,演员呈现初始状态|低头注释即将操作的道具|左手将右前方手冲壶拿起|放置在左侧置物架|放下手中道具|松手并恢复到初始姿态,初始状态双手放松放置在桌面上手心朝下|手操作道具时目光跟随手动作缓慢移动|动作速度平稳|录制时长不低于10秒,5,,,HUMAN_CAGE,2025/11/30,TRUE,NR26Q2_ITF_Act1_Task004
